CORPORATION,SURVEY,PERIOD,COMPANY_NAME,RDIST_LABEL,STATE_NAME,SITE,PADD,PRODUCT,SUPPLY,QUANTITY
AMERICAN REFINING GROUP INC,820,11,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Current Year (barrels per stream day)",3600
AMERICAN REFINING GROUP INC,820,11,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Next Year (barrels per stream day)",3600
AMERICAN REFINING GROUP INC,820,11,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,LUBRICANTS,"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",2945
AMERICAN REFINING GROUP INC,820,11,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,LUBRICANTS,"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",2945
AMERICAN REFINING GROUP INC,820,11,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),10000
AMERICAN REFINING GROUP INC,820,11,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),10500
AMERICAN REFINING GROUP INC,820,11,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,"TOTAL OPER CAP (PROJECTED, NEXT YEAR)",Atmospheric Crude Distillation Capacity (barrels per stream day),10500
AMERICAN REFINING GROUP INC,820,11,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),10000
AMERICAN REFINING GROUP INC,820,11,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),10500
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ALKYLATES,"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",2900
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ALKYLATES,"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",2900
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT CRACKING: FRESH FEED,"Downstream Charge Capacity, Current Year (barrels per calendar day)",11450
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT CRACKING: FRESH FEED,"Downstream Charge Capacity, Current Year (barrels per stream day)",11500
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT CRACKING: FRESH FEED,"Downstream Charge Capacity, Next Year (barrels per stream day)",11500
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Current Year (barrels per calendar day)",7200
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Current Year (barrels per stream day)",7300
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Next Year (barrels per stream day)",7300
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,"DESULFURIZATION, DIESEL FUEL","Downstream Charge Capacity, Current Year (barrels per stream day)",9500
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,"DESULFURIZATION, DIESEL FUEL","Downstream Charge Capacity, Next Year (barrels per stream day)",9500
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Current Year (barrels per stream day)",8900
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Next Year (barrels per stream day)",8900
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ISOMERIZATION (ISOBUTANE),"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",1900
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ISOMERIZATION (ISOBUTANE),"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",1900
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ISOMERIZATION (ISOPENTANE/ISOHEXANE),"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",2500
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ISOMERIZATION (ISOPENTANE/ISOHEXANE),"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",2500
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),29400
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),30000
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,SULFUR (SHORT TONS/DAY),"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",4
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,SULFUR (SHORT TONS/DAY),"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",4
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,"TOTAL OPER CAP (PROJECTED, NEXT YEAR)",Atmospheric Crude Distillation Capacity (barrels per stream day),30000
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),29400
FJ MANAGEMENT INC,820,11,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),30000
BP PLC,820,11,BP EXPLORATION ALASKA INC,West Coast,Alaska,PRUDHOE BAY,5,"DESULFURIZATION, DIESEL FUEL","Downstream Charge Capacity, Current Year (barrels per stream day)",0
BP PLC,820,11,BP EXPLORATION ALASKA INC,West Coast,Alaska,PRUDHOE BAY,5,"DESULFURIZATION, DIESEL FUEL","Downstream Charge Capacity, Next Year (barrels per stream day)",0
BP PLC,820,11,BP EXPLORATION ALASKA INC,West Coast,Alaska,PRUDHOE BAY,5,"DESULFURIZATION, KEROSENE AND JET","Downstream Charge Capacity, Current Year (barrels per stream day)",0
BP PLC,820,11,BP EXPLORATION ALASKA INC,West Coast,Alaska,PRUDHOE BAY,5,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),12780
BP PLC,820,11,BP EXPLORATION ALASKA INC,West Coast,Alaska,PRUDHOE BAY,5,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),14200
BP PLC,820,11,BP EXPLORATION ALASKA INC,West Coast,Alaska,PRUDHOE BAY,5,"TOTAL OPER CAP (PROJECTED, NEXT YEAR)",Atmospheric Crude Distillation Capacity (barrels per stream day),14200
